id,company,sentiment_range,title,setiment_label,setiment_score,sentiment_NB
833,Cuadrilla,-0.05,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,neg,0,10.0
834,Shell,-0.266,Investors Remain Skeptical About Shell-BG Deal,neg,0,7.0
835,Morrisons,0.33299999999999996,Amazon to attack UK grocery market with Morrisons deal,pos,1,13.0
836,Barclays,0.34400000000000003,Glencore tells investors it is on track to reduce debt: Barclays,pos,1,13.0
837,Barclays,-0.8290000000000001,UPDATE 3-Barclays fined for lax crime checks in 'deal of century',neg,0,2.0
838,M&G Investments,-0.7040000000000001,Prudential hit by withdrawals from M&G investment arm,neg,0,3.0
839,Old Mutual,-0.379,Old Mutual faces backlash over Â£9m chief exec payout plan,neg,0,6.0
840,Barclays,0.147,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,pos,1,11.0
841,Ennismore Group,0.198,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,pos,1,12.0
842,Lloyds Banking Group PLC,-0.532,Lloyds to cut 945 jobs as part of three-year restructuring strategy,neg,0,5.0
843,Tesco,0.0,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,neg,0,10.0
844,GlaxoSmithKline,0.14,Investor Woodford calls for outsider to head GlaxoSmithKline,pos,1,11.0
845,Randgold Resources,-0.39,Randgold Resources third quarter profit slips despite record production,neg,0,6.0
846,Ashtead,-0.7190000000000001,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,neg,0,3.0
847,HSBC,-0.14,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neg,0,9.0
848,Royal Mail,-0.278,UPDATE 1-UK to start selling remaining Royal Mail shares,neg,0,7.0
849,Thetrainline.com,0.245,Companies Thetrainline.com announces arrival of London IPO,pos,1,12.0
850,Hargreaves,-0.6000000000000001,Hargreaves weathers torrid ISA season and Brexit fears,neg,0,4.0
851,BP,-0.077,PRESS: UK Government Would Oppose Any BP Takeover - FT,neg,0,9.0
852,Land Securities,0.5489999999999999,"Britain's FTSE gains, Land Securities up after dividend hike",pos,1,15.0
853,AstraZeneca,0.25,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,pos,1,12.0
854,Royal Dutch Shell,0.0,What It Takes for Royal Dutch Shell to Break Even,neg,0,10.0
855,Petrofac,0.581,Industry NewsPetrofac secures $250m North Sea contract,pos,1,16.0
856,Lloyds,0.28700000000000003,"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",pos,1,13.0
857,Royal Mail,-0.057,Royal Mail turnaround proving expensive in tough UK market,neg,0,9.0
858,IHG,0.28500000000000003,IHG agrees $938 sale of InterContinental Hong Kong,pos,1,13.0
859,Barclays,0.231,Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds,pos,1,12.0
860,Shire,0.302,Shire Offers to Buy Baxalta for $30 Billion,pos,1,13.0
861,Tower Development,0.366,Crown Castle buys Tower Development Corp for $461 million,pos,1,14.0
862,Standard Chartered PLC,0.556,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,pos,1,16.0
863,Shell,0.191,Norway's sovereign wealth fund says backed Shell CEO's pay,pos,1,12.0
864,Standard Life,-0.31,MarketsProperty stocks under pressure after Standard Life fund move,neg,0,7.0
865,AB InBev,-0.34,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,neg,0,7.0
866,BP,-0.8959999999999999,BP's fine for 2010 oil spill capped at $13.7 billion,neg,0,1.0
867,Petrofac,-0.72,Oilfield services firm Petrofac's debt shoots up 50 per cent,neg,0,3.0
868,Eli Lilly & Co,0.516,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,pos,1,15.0
869,BG Group,0.642,FTSE 100 movers: BG Group leads the charge as resource stocks jump,pos,1,16.0
870,Banco BPI,0.27699999999999997,Spain's CaixaBank Expects To Close Deal For Banco BPI,pos,1,13.0
871,Royal Mail,-0.111,Royal Mail share price: Postal service issues trading update,neg,0,9.0
872,Barclays,-0.49200000000000005,Barclays Said to Cut 150 at Investment Bank as McCormick Departs,neg,0,5.0
873,Glencore,0.278,Glencore fight back over debt fears lifts shares,pos,1,13.0
874,InBev,0.04,SAB's Chairman Digs In With Board Divided on InBev Offer,pos,1,10.0
875,National Grid,-0.251,Britain facing winter of blackouts as National Grid warns of tightest power ...,neg,0,7.0
876,SABMiller,0.237,AB InBev approaches SABMiller to explore $250bn tie-up,pos,1,12.0
877,Barclays,0.198,Barclays launches first 100% mortgages since crisis,pos,1,12.0
878,EasyJet,0.096,Germanwings disaster will not affect image of budget air travel - easyJet,pos,1,11.0
879,Barclays,-0.6609999999999999,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",neg,0,3.0
880,Bank of America,0.17800000000000002,"After Barclays and Bank of America, Citigroup has blockchain in sight",pos,1,12.0
881,Morrisons,0.753,Early victory for new CEO as Morrisons beats forecasts,pos,1,18.0
882,Barclays,-0.456,Barclays said to be cutting 150 investment bank jobs,neg,0,5.0
883,Shell,0.078,Shell challenges Exxon dominance with 47 billion-pound bid for BG,pos,1,11.0
884,British American Tobacco plc,0.099,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",pos,1,11.0
885,London Stock Exchange Group,0.327,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,pos,1,13.0
886,Uinilever,0.413,Unilever Finds Growth More Elusive as Sales Meet Estimates,pos,1,14.0
887,Primark,0.7040000000000001,Primark racks up a happy Christmas after strong sales,pos,1,17.0
888,Barclays,-0.599,New York says Barclays not cooperating in 'dark pool' probe,neg,0,4.0
889,Shire,0.332,"FDA approves NPS drug, in move validating Shire takeover deal",pos,1,13.0
890,Royal Mail,-0.26899999999999996,Royal Mail share price edges lower as group raises stamp price,neg,0,7.0
891,Sainsbury's,0.7190000000000001,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,pos,1,17.0
892,Tesco PLC,-0.389,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,neg,0,6.0
893,Standard Chartered PLC,0.218,Tata Steel working with StanChart for UK unit sale - source,pos,1,12.0
894,Diageo,-0.384,Diageo offloads major wine interests,neg,0,6.0
895,Glencore,0.264,Glencore Agrees to Sell Minority Stake in Agriculture Business,pos,1,13.0
896,Diageo,0.32299999999999995,Diageo sells wine businesses for 320m pounds,pos,1,13.0
897,IAG,0.12,Breakingviews: IAG can pay more for Aer Lingus,pos,1,11.0
898,BP,-0.085,UPDATE 1-UK government would oppose any takeover of BP -FT,neg,0,9.0
899,Aggreko,-0.439,Australian mining slowdown hits Aggreko,neg,0,6.0
900,Royal Dutch Shell,0.0,The sustainability of Royal Dutch Shell's dividend,neg,0,10.0
901,Coutts,0.0,CompaniesCoutts raids JPMorgan Chase for new CEO,neg,0,10.0
902,EasyJet,-0.324,Easyjet traffic hit by air traffic controller strikes and terrorism,neg,0,7.0
903,Dixons Carphone,-0.6890000000000001,Dixons Carphone says cyber attack may have exposed customers' data,neg,0,3.0
904,AB InBev,0.256,Stars aligned' for AB InBev's megabrew merger plan,pos,1,13.0
905,AstraZeneca,-0.51,AstraZeneca's Good Deal Turns Bad,neg,0,5.0
906,Blinkbox,-0.35700000000000004,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,neg,0,6.0
907,Tesco,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",pos,1,15.0
908,Primark,0.326,Primark plots expansion in US and Europe,pos,1,13.0
909,BP,-0.927,BP shares tumble after $2.2bn fourth-quarter loss,neg,0,1.0
910,Aviva plc,-0.268,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,neg,0,7.0
911,Berkshire Hathaway Inc.,-0.7240000000000001,Berkshire Hathaway's 4Q profit declines 17 percent,neg,0,3.0
912,Barclays,-0.805,Ex-Barclays traders sentenced to up to six years' jail in Libor case,neg,0,2.0
913,BP,-0.462,BP slashes capital spending by 20%,neg,0,5.0
914,Shell,-0.75,Shell's profits hit by further slide in oil prices,neg,0,2.0
915,The Coca-Cola Company,0.259,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,pos,1,13.0
916,AB InBev,0.292,Stars aligned' for AB InBev's megabrew merger plan,pos,1,13.0
917,Tesco PLC,0.365,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,pos,1,14.0
918,Lloyds Banking Group PLC,-0.29,Lloyds is cutting more than 600 jobs and shutting 21 branches,neg,0,7.0
919,BP,-0.306,Can BP Restore Its Lost Luster?,neg,0,7.0
920,BHP Billiton,0.512,"Britain's FTSE steadies below record high, BHP gains",pos,1,15.0
921,HSBC,-0.214,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",neg,0,8.0
922,Burberry Group plc,0.0,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",neg,0,10.0
923,Sainsbury,0.213,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,pos,1,12.0
924,AstraZeneca,-0.24,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,neg,0,8.0
925,Integrated Silicon Solution,0.461,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,pos,1,15.0
926,Aer Lingus,0.332,Breakingviews: IAG can pay more for Aer Lingus,pos,1,13.0
927,InterContinental Hotels Group,0.0,InterContinental Hotels denies exploring sale or merger,neg,0,10.0
928,InBev,0.307,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,pos,1,13.0
929,Hargreaves Lansdown,-0.392,Hargreaves Lansdown says first-quarter assets hit by stock market flux,neg,0,6.0
930,Friends Life,0.2,Aviva Expects 1500 Jobs Cuts from Friends Life Deal,pos,1,12.0
931,Prudential,-0.07100000000000001,CompaniesThiam received Â£5m pay packet for final months at Prudential,neg,0,9.0
932,BHP Billiton,-0.33799999999999997,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",neg,0,7.0
933,Royal Dutch Shell,0.32299999999999995,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices,pos,1,13.0
934,Shell,0.335,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,pos,1,13.0
935,AB InBev,0.206,AB InBev approaches SABMiller to explore $250bn tie-up,pos,1,12.0
936,Britvic,-0.047,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,neg,0,10.0
937,JP Morgan Chase,-0.092,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,neg,0,9.0
938,Philips,0.375,CompaniesPhilips transfers $900m of pension obligations,pos,1,14.0
939,Barclays,-0.5740000000000001,Barclays in $13.75 million US settlement over mutual funds,neg,0,4.0
940,Standard Life,0.371,Standard Life stands tall amid pension reform,pos,1,14.0
941,Inovio,0.33,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,pos,1,13.0
942,NPS,0.29600000000000004,Shire to buy NPS for $5.2 billion to boost rare disease drugs,pos,1,13.0
943,Shell,0.5579999999999999,Shell profit rises as company resist oil slump,pos,1,16.0
944,3i,0.474,FTSE ends higher; 3i Group leads after strong earnings,pos,1,15.0
945,EasyJet,-0.414,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",neg,0,6.0
946,Severn Trent,-0.353,Companies Severn Trent expects costs hit from inflation,neg,0,6.0
947,Glencore,-0.331,Glencore blames rivals for creating metals glut,neg,0,7.0
948,EasyJet,0.28300000000000003,U.K. Shares Extend Rebound for Second Day as EasyJet Surges,pos,1,13.0
949,Financial Times,0.012,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,pos,1,10.0
950,Tesco PLC,0.8140000000000001,Tesco shares jump 6% after Christmas sales beat expectations,pos,1,18.0
951,Aggreko,0.177,"CompaniesNew Aggreko CEO to reshape business, strip costs",pos,1,12.0
952,Verizon,-0.446,Verizon and AT&T accused of hurting rivals,neg,0,6.0
953,Royal Bank of Scotland Group plc,-0.298,Exclusive - Britain targets sale of half its RBS stake in two years: sources,neg,0,7.0
954,Schroders,0.048,U.S. Debt Lures Schroders as ECB Depresses Rates,pos,1,10.0
955,Motiva,0.31,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",pos,1,13.0
956,Starwood,-0.078,InterContinental Hotels Denies Reports of Starwood Merger Talks,neg,0,9.0
957,Standard Chartered PLC,-0.51,Standard Chartered faces fresh claims of Iran sanctions violations,neg,0,5.0
958,Baxalta,0.149,Shire in talks with Baxalta shareholders,pos,1,11.0
959,SSE,0.055999999999999994,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",pos,1,11.0
960,EasyJet,-0.272,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,neg,0,7.0
961,Statoil,-0.11599999999999999,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO",neg,0,9.0
962,Tesco PLC,0.42,Relief for Lewis as Tesco sees sales grow for first time in a year,pos,1,14.0
963,Clydesdale Bank,0.299,Clydesdale and Yorkshire moves closer to independence,pos,1,13.0
964,Dialog,-0.584,"European stocks hover near 3-week low, Dialog and BHP slump",neg,0,4.0
965,Tesco PLC,-0.226,Dave Lewis admits long road ahead for Tesco recovery,neg,0,8.0
966,Tesco PLC,0.45299999999999996,Tesco leads FTSE higher on Clubcard bid reports,pos,1,15.0
967,ARM Holdings plc,0.209,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,pos,1,12.0
968,Admiral Group plc,-0.594,Admiral Group posts decline in 2014 earnings,neg,0,4.0
969,Mondi,0.552,"Britain's FTSE bounces back, Mondi and Barratt lead",pos,1,16.0
970,Mediobanca,0.32799999999999996,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,pos,1,13.0
971,Morrisons,-0.114,Morrisons finance chief to fill gap as CEO leaves early,neg,0,9.0
972,Sophos,0.214,Sophos aims to raise $100m in London IPO,pos,1,12.0
973,ARM Holdings plc,0.601,UK chip designer ARM hits a high after iPhone 6 boost,pos,1,16.0
974,Wolseley,0.0,Wolseley share price: Group updates on quarterly performance,neg,0,10.0
975,Rio Tinto,0.322,Rio Tinto announces long-delayed expansion of Mongolia mine,pos,1,13.0
976,Shire,0.465,Shire rises as dry eye treatment sails through trial,pos,1,15.0
977,GlaxoSmithKline,-0.221,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,neg,0,8.0
978,Aviva plc,0.377,Aviva weighs cash handout after beating profit forecast,pos,1,14.0
979,Arriva,-0.5529999999999999,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,neg,0,4.0
980,Greene King,0.363,Greene King's third quarter sales boosted by festive season,pos,1,14.0
981,WPP,0.35700000000000004,Big account wins keep ad group WPP at front of pack,pos,1,14.0
982,Worldpay,0.162,Worldpay readies for Â£6bn London float,pos,1,12.0
983,BPM,0.11599999999999999,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",pos,1,11.0
984,Centrica PLC,0.1,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",pos,1,11.0
985,Dyson,0.299,Dyson Wants to Create a Hair Dryer Revolution,pos,1,13.0
986,BG Group,0.37,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,pos,1,14.0
987,CNPC,0.318,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",pos,1,13.0
988,Dyax,0.62,CORRECTED-Shire to buy Dyax for about $5.9 bln,pos,1,16.0
989,BP,-0.667,BP set to cut hundreds of jobs at North Sea operations,neg,0,3.0
990,BP,-0.149,BP's head of exploration Richard Herbert departs,neg,0,9.0
991,Nomura,-0.7390000000000001,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",neg,0,3.0
992,Legal & General Group Plc,0.252,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,pos,1,13.0
993,Royal Mail,-0.052000000000000005,CompaniesRoyal Mail swerves new pricing regulations,neg,0,9.0
994,JC Penney,0.075,JC Penney Cuts Pension Plan Obligation,pos,1,11.0
995,Domino's Pizza Group plc,-0.275,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,neg,0,7.0
996,MillerCoors,-0.119,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",neg,0,9.0
997,Morrisons,0.36200000000000004,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,pos,1,14.0
998,Deutsche Boerse,-0.271,France raises concerns over proposed LSE-Deutsche Boerse deal,neg,0,7.0
999,Genel,-0.7340000000000001,Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field,neg,0,3.0
1000,Deutsche Boerse,0.08600000000000001,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,pos,1,11.0
1001,Sports Direct,-0.317,Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,neg,0,7.0
1002,Diageo,-0.255,Diageo receives reports from United Spirits on financial irregularities involving ...,neg,0,7.0
1003,BP,0.588,Industry NewsWood Group wins multi-million dollar contract with BP,pos,1,16.0
1004,Centrica PLC,0.16399999999999998,"Centrica extends gas deals with Gazprom, Statoil",pos,1,12.0
1005,MediaCityUK,0.379,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,pos,1,14.0
1006,Home Retail Group,0.385,Sainsbury's pressed to raise bid for Home Retail Group,pos,1,14.0
1007,ExxonMobil,-0.5479999999999999,"Buffett's Berkshire builds Deere stake, dumps Exxon",neg,0,5.0
1008,Aldi,0.36700000000000005,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",pos,1,14.0
1009,Glencore,-0.605,Analysis - Copper market may get a 2003-style supply shock from Glencore closures,neg,0,4.0
1010,Tesco PLC,-0.36700000000000005,Tesco share price: Korean currency slide may hit Homeplus sale plans,neg,0,6.0
1011,AstraZeneca,-0.39299999999999996,AstraZeneca cancer drug may not be so fast getting to market,neg,0,6.0
1012,Tullow Oil,-0.498,Tullow Oil Suspends Dividend Amid Oil Price Fall,neg,0,5.0
1013,Barclays,-0.637,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,neg,0,4.0
1014,Lemann,0.415,Diageo Shares Surge on Report of Possible Takeover by Lemann,pos,1,14.0
1015,Aviva plc,0.18899999999999997,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",pos,1,12.0
1016,Friends Life,0.387,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,pos,1,14.0
1017,Centrica PLC,-0.411,Centrica suffers protest from shareholders over pay,neg,0,6.0
1018,Google,0.32899999999999996,Google Fiber to buy Webpass for big city Internet service,pos,1,13.0
1019,Prudential,0.18100000000000002,Is It Worth Investing In Tesco PLC And Prudential plc Now?,pos,1,12.0
1020,Home Retail Group,0.49200000000000005,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,pos,1,15.0
1021,Halfords,0.0,Halfords appoints Jonny Mason as new CFO,neg,0,10.0
1022,Precision Castparts Corp.,0.21,UPDATE 5-Buffett pays high price for Precision Castparts,pos,1,12.0
1023,Experian,-0.6980000000000001,Experian says receives class actions related to T-Mobile breach,neg,0,3.0
1024,Aviva plc,0.601,Market Report: Aviva tops the market as traders approve of its choice of Friends,pos,1,16.0
1025,Aer Lingus,0.596,IAG closes in on Aer Lingus with increased offer,pos,1,16.0
1026,Fokker Technologies,0.295,GKN to buy Fokker Technologies for 706 mln euros,pos,1,13.0
1027,Baxalta,0.275,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,pos,1,13.0
1028,Pearson,0.43,Pearson in Talks to Sell Its Stake in the Economist Group,pos,1,14.0
1029,Tesco,0.30000000000000004,CompaniesTesco sheds Harris & Hoole coffee shops,pos,1,13.0
1030,BP,0.268,REFILE-BP agrees UK gas pipeline stake sale to infrastructur,pos,1,13.0
1031,BHP Billiton,-0.341,"BHP Billiton slashes dividend, posts $5.67 billion net loss",neg,0,7.0
1032,Standard Chartered PLC,0.044000000000000004,"StanChart capital raising would be ""major surprise"" -investor Aberdeen",pos,1,10.0
1033,Wm Morrison,-0.579,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,neg,0,4.0
1034,Glaxo,0.534,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,pos,1,15.0
1035,SABMiller,0.551,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,pos,1,16.0
1036,Aviva plc,0.439,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,pos,1,14.0
1037,Direct Line Insurance Group PLC,0.48200000000000004,Direct Line rings up higher profit,pos,1,15.0
1038,Barclays,0.183,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,pos,1,12.0
1039,AstraZeneca,0.325,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,pos,1,13.0
1040,GE,0.21100000000000002,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,pos,1,12.0
1041,Royal Bank of Scotland Group plc,-0.738,StanChart and RBS struggle in Bank of England stress tests,neg,0,3.0
1042,Antofagasta,0.29100000000000004,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,pos,1,13.0
1043,NPS,0.0,NPS prospects dependent on drug approval,neg,0,10.0
1044,Priceline,0.847,Priceline's stock jumps to new high for the year after Barclays upgrade,pos,1,18.0
1045,Tesco PLC,0.389,Tesco leads leap in FTSE 100; Marks & Spencer drops,pos,1,14.0
1046,Tesco PLC,-0.223,Tesco UK personnel director quits supermarket,neg,0,8.0
1047,Royal Bank of Scotland Group plc,0.0,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,neg,0,10.0
1048,ExxonMobil,-0.368,Exxon Beaumont CDU overhaul to be slowed by accident: sources,neg,0,6.0
1049,TalkTalk,-0.113,TalkTalk hires BAE Systems to investigate cyber attack,neg,0,9.0
1050,Valeant Pharmaceuticals International,0.015,Valeant Said to Name New CEO With Pearson Still Hospitalized,pos,1,10.0
1051,Entertainment One,0.28200000000000003,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,pos,1,13.0
1052,JP Morgan Chase,-0.013999999999999999,Barclays appoints JPMorgan's Paul Compton as new COO,neg,0,10.0
1053,Rio Tinto,0.445,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,pos,1,14.0
1054,Weir Group,-0.382,Weir Group sees continued fall in orders from oil and gas business,neg,0,6.0
1055,BG Group,0.043,New BG Group CEO Helge Lund Starts Earlier Than Expected,pos,1,10.0
1056,BHP,-0.15,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",neg,0,8.0
1057,Glaxo,0.28400000000000003,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,pos,1,13.0
1058,Barclays,-0.475,"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived""",neg,0,5.0
1059,GlaxoSmithKline,0.209,"GlaxoSmithKline rebound gathering pace, says outgoing CEO",pos,1,12.0
1060,SABMiller,-0.079,AB InBev to sell more SAB assets as seeks EU deal approval,neg,0,9.0
1061,Lloyds Banking Group PLC,-0.18,UK government cuts stake in Lloyds to below 11 percent,neg,0,8.0
1062,Morrissons,-0.2,Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...,neg,0,8.0
1063,BP,0.042,BP chairman defends CEO Bob Dudley's pay increase,pos,1,10.0
1064,Standard Chartered PLC,-0.649,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,neg,0,4.0
1065,SABMiller,0.016,SAB's Chairman Digs In With Board Divided on InBev Offer,pos,1,10.0
1066,Aviva plc,-0.675,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,neg,0,3.0
1067,Whitbread,0.385,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",pos,1,14.0
1068,Persimmon,0.36200000000000004,Persimmon shares nudge higher as housebuilder sees strong 2014,pos,1,14.0
1069,BG Group,0.146,UPDATE 1-BG Group's record output limits oil price fallout,pos,1,11.0
1070,Standard Life,0.336,Standard Life share price: Group gets approval to hike stake in India JV,pos,1,13.0
1071,Tesco,0.111,Tesco Mobile is offering you cash back in exchange for looking at ads,pos,1,11.0
1072,Wolseley,0.429,"Wolseley profit up 18%, warns on revenue growth",pos,1,14.0
1073,Entertainment One,0.462,ITV share price: Group mulls takeover of Canada's Entertainment One,pos,1,15.0
1074,Blueprint,0.256,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,pos,1,13.0
1075,SABMiller,0.29600000000000004,SABMiller buys Meantime to quench thirst for craft beer,pos,1,13.0
1076,Royal Bank of Scotland Group plc,0.102,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",pos,1,11.0
1077,Barclays,0.198,"After Barclays and Bank of America, Citigroup has blockchain in sight",pos,1,12.0
1078,HSBC,-0.251,US says HSBC must do more to improve compliance,neg,0,7.0
1079,China Merchants Group,0.119,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,pos,1,11.0
1080,Barclays,-0.21899999999999997,Staley to face challenges at Barclays,neg,0,8.0
1081,GSK,0.42200000000000004,GSK aims to file up to 20 new drugs for approval by 2020,pos,1,14.0
1082,British American Tobacco plc,-0.794,British American Tobacco accused of bribing senior politicians to sabotage ...,neg,0,2.0
1083,BT Group,-0.17,BT finance director Tony Chanmugam to step down,neg,0,8.0
1084,AstraZeneca,0.192,AstraZeneca to cut costs but stays silent on M&A talk,pos,1,12.0
1085,Berkshire Hathaway Inc.,0.031,"Buffett's Berkshire builds Deere stake, dumps Exxon",pos,1,10.0
1086,Barclays,-0.2,Barclays Not Convinced by Gains in South African Stocks: Chart,neg,0,8.0
1087,BP,-0.46799999999999997,5 Years After BP Spill: What's Changed in Offshore Drilling,neg,0,5.0
1088,AstraZeneca,0.37200000000000005,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,pos,1,14.0
1089,Alibaba,0.30000000000000004,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,pos,1,13.0
1090,Lloyds Banking Group PLC,-0.263,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",neg,0,7.0
1091,Hargreaves Lansdown,-0.514,Hargreaves Lansdown share price falls as costs mount - although pensions ...,neg,0,5.0
1092,Meggitt,0.21600000000000003,Meggitt agrees to buy US aerospace component firm for $340 million,pos,1,12.0
1093,CRH,0.33299999999999996,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,pos,1,13.0
1094,Bloomberg,0.275,Bloomberg buys Barclays' benchmarking business,pos,1,13.0
1095,Deutsche Bank,-0.23199999999999998,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",neg,0,8.0
1096,Royal Bank of Scotland Group plc,-0.358,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,neg,0,6.0
1097,Sainsbury's,-0.259,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",neg,0,7.0
1098,Berkshire Hathaway Inc.,0.391,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,pos,1,14.0
1099,Baxalta,0.27399999999999997,Shire Sees Baxalta Deal Closing as Expected After New Rules,pos,1,13.0
1100,AstraZeneca,0.5720000000000001,AstraZeneca heart drug boosted by major clinical trial success,pos,1,16.0
1101,Baxalta,-0.198,Shire share price under pressure after $32bn Baxalta deal,neg,0,8.0
1102,Aviva plc,0.502,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,pos,1,15.0
1103,Glencore,0.792,CompaniesGlencore's annual results beat forecasts,pos,1,18.0
1104,Berkshire Hathaway Inc.,0.667,Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third,pos,1,17.0
1105,Pfizer,-0.456,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,neg,0,5.0
